,env,agent,sf_steps,steps,seed,level
3970,"Contingency
goal uncertainty",Proximity heuristic,,71,19,10
3971,"Contingency
goal uncertainty",Proximity heuristic,,212,19,11
3972,"Contingency
goal uncertainty",Proximity heuristic,,44,19,12
3973,"Contingency
goal uncertainty",Proximity heuristic,,119,19,13
3974,"Contingency
goal uncertainty",Proximity heuristic,,95,19,14
3975,"Contingency
goal uncertainty",Proximity heuristic,,738,19,15
3976,"Contingency
goal uncertainty",Proximity heuristic,,67,19,16
3977,"Contingency
goal uncertainty",Proximity heuristic,,86,19,17
3978,"Contingency
goal uncertainty",Proximity heuristic,,458,19,18
3979,"Contingency
goal uncertainty",Proximity heuristic,,47,19,19
3980,"Contingency
goal uncertainty",Proximity heuristic,,258,19,20
3981,"Contingency
goal uncertainty",Proximity heuristic,,455,19,21
3982,"Contingency
goal uncertainty",Proximity heuristic,,230,19,22
3983,"Contingency
goal uncertainty",Proximity heuristic,,39,19,23
3984,"Contingency
goal uncertainty",Proximity heuristic,,117,19,24
3985,"Contingency
goal uncertainty",Proximity heuristic,,124,19,25
3986,"Contingency
goal uncertainty",Proximity heuristic,,263,19,26
3987,"Contingency
goal uncertainty",Proximity heuristic,,267,19,27
3988,"Contingency
goal uncertainty",Proximity heuristic,,29,19,28
3989,"Contingency
goal uncertainty",Proximity heuristic,,801,19,29
3990,"Contingency
goal uncertainty",Proximity heuristic,,514,19,30
3991,"Contingency
goal uncertainty",Proximity heuristic,,215,19,31
3992,"Contingency
goal uncertainty",Proximity heuristic,,2874,19,32
3993,"Contingency
goal uncertainty",Proximity heuristic,,358,19,33
3994,"Contingency
goal uncertainty",Proximity heuristic,,18,19,34
3995,"Contingency
goal uncertainty",Proximity heuristic,,174,19,35
3996,"Contingency
goal uncertainty",Proximity heuristic,,14,19,36
3997,"Contingency
goal uncertainty",Proximity heuristic,,96,19,37
3998,"Contingency
goal uncertainty",Proximity heuristic,,752,19,38
3999,"Contingency
goal uncertainty",Proximity heuristic,,1039,19,39
4000,Switching Embodiments (10),Proximity heuristic,,32,0,0
4001,Switching Embodiments (10),Proximity heuristic,,60,0,1
4002,Switching Embodiments (10),Proximity heuristic,,12,0,2
4003,Switching Embodiments (10),Proximity heuristic,,22,0,3
4004,Switching Embodiments (10),Proximity heuristic,,14,0,4
4005,Switching Embodiments (10),Proximity heuristic,,42,0,5
4006,Switching Embodiments (10),Proximity heuristic,,8,0,6
4007,Switching Embodiments (10),Proximity heuristic,,68,0,7
4008,Switching Embodiments (10),Proximity heuristic,,26,0,8
4009,Switching Embodiments (10),Proximity heuristic,,14,0,9
4010,Switching Embodiments (10),Proximity heuristic,,8,0,10
4011,Switching Embodiments (10),Proximity heuristic,,30,0,11
4012,Switching Embodiments (10),Proximity heuristic,,16,0,12
4013,Switching Embodiments (10),Proximity heuristic,,12,0,13
4014,Switching Embodiments (10),Proximity heuristic,,8,0,14
4015,Switching Embodiments (10),Proximity heuristic,,8,0,15
4016,Switching Embodiments (10),Proximity heuristic,,78,0,16
4017,Switching Embodiments (10),Proximity heuristic,,65,0,17
4018,Switching Embodiments (10),Proximity heuristic,,8,0,18
4019,Switching Embodiments (10),Proximity heuristic,,28,0,19
4020,Switching Embodiments (10),Proximity heuristic,,14,0,20
4021,Switching Embodiments (10),Proximity heuristic,,92,0,21
4022,Switching Embodiments (10),Proximity heuristic,,16,0,22
4023,Switching Embodiments (10),Proximity heuristic,,28,0,23
4024,Switching Embodiments (10),Proximity heuristic,,85,0,24
4025,Switching Embodiments (10),Proximity heuristic,,12,0,25
4026,Switching Embodiments (10),Proximity heuristic,,14,0,26
4027,Switching Embodiments (10),Proximity heuristic,,18,0,27
4028,Switching Embodiments (10),Proximity heuristic,,34,0,28
4029,Switching Embodiments (10),Proximity heuristic,,8,0,29
4030,Switching Embodiments (10),Proximity heuristic,,8,0,30
4031,Switching Embodiments (10),Proximity heuristic,,12,0,31
4032,Switching Embodiments (10),Proximity heuristic,,8,0,32
4033,Switching Embodiments (10),Proximity heuristic,,8,0,33
4034,Switching Embodiments (10),Proximity heuristic,,36,0,34
4035,Switching Embodiments (10),Proximity heuristic,,8,0,35
4036,Switching Embodiments (10),Proximity heuristic,,8,0,36
4037,Switching Embodiments (10),Proximity heuristic,,16,0,37
4038,Switching Embodiments (10),Proximity heuristic,,16,0,38
4039,Switching Embodiments (10),Proximity heuristic,,91,0,39
4040,Switching Embodiments (10),Proximity heuristic,,61,1,0
4041,Switching Embodiments (10),Proximity heuristic,,18,1,1
4042,Switching Embodiments (10),Proximity heuristic,,29,1,2
4043,Switching Embodiments (10),Proximity heuristic,,18,1,3
4044,Switching Embodiments (10),Proximity heuristic,,34,1,4
4045,Switching Embodiments (10),Proximity heuristic,,16,1,5
4046,Switching Embodiments (10),Proximity heuristic,,8,1,6
4047,Switching Embodiments (10),Proximity heuristic,,12,1,7
4048,Switching Embodiments (10),Proximity heuristic,,11,1,8
4049,Switching Embodiments (10),Proximity heuristic,,8,1,9
4050,Switching Embodiments (10),Proximity heuristic,,72,1,10
4051,Switching Embodiments (10),Proximity heuristic,,28,1,11
4052,Switching Embodiments (10),Proximity heuristic,,22,1,12
4053,Switching Embodiments (10),Proximity heuristic,,43,1,13
4054,Switching Embodiments (10),Proximity heuristic,,8,1,14
4055,Switching Embodiments (10),Proximity heuristic,,98,1,15
4056,Switching Embodiments (10),Proximity heuristic,,24,1,16
4057,Switching Embodiments (10),Proximity heuristic,,28,1,17
4058,Switching Embodiments (10),Proximity heuristic,,14,1,18
4059,Switching Embodiments (10),Proximity heuristic,,18,1,19
4060,Switching Embodiments (10),Proximity heuristic,,8,1,20
4061,Switching Embodiments (10),Proximity heuristic,,8,1,21
4062,Switching Embodiments (10),Proximity heuristic,,8,1,22
4063,Switching Embodiments (10),Proximity heuristic,,55,1,23
4064,Switching Embodiments (10),Proximity heuristic,,52,1,24
4065,Switching Embodiments (10),Proximity heuristic,,8,1,25
4066,Switching Embodiments (10),Proximity heuristic,,12,1,26
4067,Switching Embodiments (10),Proximity heuristic,,12,1,27
4068,Switching Embodiments (10),Proximity heuristic,,8,1,28
4069,Switching Embodiments (10),Proximity heuristic,,8,1,29
4070,Switching Embodiments (10),Proximity heuristic,,72,1,30
4071,Switching Embodiments (10),Proximity heuristic,,14,1,31
4072,Switching Embodiments (10),Proximity heuristic,,79,1,32
4073,Switching Embodiments (10),Proximity heuristic,,16,1,33
4074,Switching Embodiments (10),Proximity heuristic,,31,1,34
4075,Switching Embodiments (10),Proximity heuristic,,36,1,35
4076,Switching Embodiments (10),Proximity heuristic,,14,1,36
4077,Switching Embodiments (10),Proximity heuristic,,8,1,37
4078,Switching Embodiments (10),Proximity heuristic,,14,1,38
4079,Switching Embodiments (10),Proximity heuristic,,14,1,39
4080,Switching Embodiments (10),Proximity heuristic,,12,2,0
4081,Switching Embodiments (10),Proximity heuristic,,12,2,1
4082,Switching Embodiments (10),Proximity heuristic,,180,2,2
4083,Switching Embodiments (10),Proximity heuristic,,20,2,3
4084,Switching Embodiments (10),Proximity heuristic,,18,2,4
4085,Switching Embodiments (10),Proximity heuristic,,8,2,5
4086,Switching Embodiments (10),Proximity heuristic,,8,2,6
4087,Switching Embodiments (10),Proximity heuristic,,8,2,7
4088,Switching Embodiments (10),Proximity heuristic,,34,2,8
4089,Switching Embodiments (10),Proximity heuristic,,18,2,9
4090,Switching Embodiments (10),Proximity heuristic,,14,2,10
4091,Switching Embodiments (10),Proximity heuristic,,103,2,11
4092,Switching Embodiments (10),Proximity heuristic,,8,2,12
4093,Switching Embodiments (10),Proximity heuristic,,40,2,13
4094,Switching Embodiments (10),Proximity heuristic,,77,2,14
4095,Switching Embodiments (10),Proximity heuristic,,41,2,15
4096,Switching Embodiments (10),Proximity heuristic,,16,2,16
4097,Switching Embodiments (10),Proximity heuristic,,36,2,17
4098,Switching Embodiments (10),Proximity heuristic,,8,2,18
4099,Switching Embodiments (10),Proximity heuristic,,8,2,19
4100,Switching Embodiments (10),Proximity heuristic,,12,2,20
4101,Switching Embodiments (10),Proximity heuristic,,58,2,21
4102,Switching Embodiments (10),Proximity heuristic,,35,2,22
4103,Switching Embodiments (10),Proximity heuristic,,8,2,23
4104,Switching Embodiments (10),Proximity heuristic,,85,2,24
4105,Switching Embodiments (10),Proximity heuristic,,8,2,25
4106,Switching Embodiments (10),Proximity heuristic,,54,2,26
4107,Switching Embodiments (10),Proximity heuristic,,36,2,27
4108,Switching Embodiments (10),Proximity heuristic,,55,2,28
4109,Switching Embodiments (10),Proximity heuristic,,28,2,29
4110,Switching Embodiments (10),Proximity heuristic,,56,2,30
4111,Switching Embodiments (10),Proximity heuristic,,38,2,31
4112,Switching Embodiments (10),Proximity heuristic,,18,2,32
4113,Switching Embodiments (10),Proximity heuristic,,52,2,33
4114,Switching Embodiments (10),Proximity heuristic,,38,2,34
4115,Switching Embodiments (10),Proximity heuristic,,14,2,35
4116,Switching Embodiments (10),Proximity heuristic,,121,2,36
4117,Switching Embodiments (10),Proximity heuristic,,36,2,37
4118,Switching Embodiments (10),Proximity heuristic,,14,2,38
4119,Switching Embodiments (10),Proximity heuristic,,8,2,39
4120,Switching Embodiments (10),Proximity heuristic,,44,3,0
4121,Switching Embodiments (10),Proximity heuristic,,38,3,1
4122,Switching Embodiments (10),Proximity heuristic,,34,3,2
4123,Switching Embodiments (10),Proximity heuristic,,41,3,3
4124,Switching Embodiments (10),Proximity heuristic,,33,3,4
4125,Switching Embodiments (10),Proximity heuristic,,14,3,5
4126,Switching Embodiments (10),Proximity heuristic,,8,3,6
4127,Switching Embodiments (10),Proximity heuristic,,24,3,7
4128,Switching Embodiments (10),Proximity heuristic,,8,3,8
4129,Switching Embodiments (10),Proximity heuristic,,37,3,9
4130,Switching Embodiments (10),Proximity heuristic,,8,3,10
4131,Switching Embodiments (10),Proximity heuristic,,8,3,11
4132,Switching Embodiments (10),Proximity heuristic,,14,3,12
4133,Switching Embodiments (10),Proximity heuristic,,8,3,13
4134,Switching Embodiments (10),Proximity heuristic,,87,3,14
4135,Switching Embodiments (10),Proximity heuristic,,16,3,15
4136,Switching Embodiments (10),Proximity heuristic,,28,3,16
4137,Switching Embodiments (10),Proximity heuristic,,37,3,17
4138,Switching Embodiments (10),Proximity heuristic,,18,3,18
4139,Switching Embodiments (10),Proximity heuristic,,24,3,19
4140,Switching Embodiments (10),Proximity heuristic,,40,3,20
4141,Switching Embodiments (10),Proximity heuristic,,25,3,21
4142,Switching Embodiments (10),Proximity heuristic,,36,3,22
4143,Switching Embodiments (10),Proximity heuristic,,20,3,23
4144,Switching Embodiments (10),Proximity heuristic,,22,3,24
4145,Switching Embodiments (10),Proximity heuristic,,18,3,25
4146,Switching Embodiments (10),Proximity heuristic,,46,3,26
4147,Switching Embodiments (10),Proximity heuristic,,20,3,27
4148,Switching Embodiments (10),Proximity heuristic,,16,3,28
4149,Switching Embodiments (10),Proximity heuristic,,20,3,29
4150,Switching Embodiments (10),Proximity heuristic,,16,3,30
4151,Switching Embodiments (10),Proximity heuristic,,8,3,31
4152,Switching Embodiments (10),Proximity heuristic,,26,3,32
4153,Switching Embodiments (10),Proximity heuristic,,37,3,33
4154,Switching Embodiments (10),Proximity heuristic,,18,3,34
4155,Switching Embodiments (10),Proximity heuristic,,36,3,35
4156,Switching Embodiments (10),Proximity heuristic,,14,3,36
4157,Switching Embodiments (10),Proximity heuristic,,8,3,37
4158,Switching Embodiments (10),Proximity heuristic,,16,3,38
4159,Switching Embodiments (10),Proximity heuristic,,22,3,39
4160,Switching Embodiments (10),Proximity heuristic,,17,4,0
4161,Switching Embodiments (10),Proximity heuristic,,56,4,1
4162,Switching Embodiments (10),Proximity heuristic,,88,4,2
4163,Switching Embodiments (10),Proximity heuristic,,8,4,3
4164,Switching Embodiments (10),Proximity heuristic,,28,4,4
4165,Switching Embodiments (10),Proximity heuristic,,53,4,5
4166,Switching Embodiments (10),Proximity heuristic,,8,4,6
4167,Switching Embodiments (10),Proximity heuristic,,8,4,7
4168,Switching Embodiments (10),Proximity heuristic,,22,4,8
4169,Switching Embodiments (10),Proximity heuristic,,48,4,9
4170,Switching Embodiments (10),Proximity heuristic,,24,4,10
4171,Switching Embodiments (10),Proximity heuristic,,12,4,11
4172,Switching Embodiments (10),Proximity heuristic,,10,4,12
4173,Switching Embodiments (10),Proximity heuristic,,34,4,13
4174,Switching Embodiments (10),Proximity heuristic,,12,4,14
4175,Switching Embodiments (10),Proximity heuristic,,26,4,15
4176,Switching Embodiments (10),Proximity heuristic,,18,4,16
4177,Switching Embodiments (10),Proximity heuristic,,32,4,17
4178,Switching Embodiments (10),Proximity heuristic,,64,4,18
4179,Switching Embodiments (10),Proximity heuristic,,22,4,19
4180,Switching Embodiments (10),Proximity heuristic,,118,4,20
4181,Switching Embodiments (10),Proximity heuristic,,18,4,21
4182,Switching Embodiments (10),Proximity heuristic,,8,4,22
4183,Switching Embodiments (10),Proximity heuristic,,10,4,23
4184,Switching Embodiments (10),Proximity heuristic,,44,4,24
4185,Switching Embodiments (10),Proximity heuristic,,8,4,25
4186,Switching Embodiments (10),Proximity heuristic,,8,4,26
4187,Switching Embodiments (10),Proximity heuristic,,8,4,27
4188,Switching Embodiments (10),Proximity heuristic,,24,4,28
4189,Switching Embodiments (10),Proximity heuristic,,34,4,29
4190,Switching Embodiments (10),Proximity heuristic,,38,4,30
4191,Switching Embodiments (10),Proximity heuristic,,34,4,31
4192,Switching Embodiments (10),Proximity heuristic,,40,4,32
4193,Switching Embodiments (10),Proximity heuristic,,31,4,33
4194,Switching Embodiments (10),Proximity heuristic,,8,4,34
4195,Switching Embodiments (10),Proximity heuristic,,38,4,35
4196,Switching Embodiments (10),Proximity heuristic,,12,4,36
4197,Switching Embodiments (10),Proximity heuristic,,95,4,37
4198,Switching Embodiments (10),Proximity heuristic,,16,4,38
4199,Switching Embodiments (10),Proximity heuristic,,8,4,39
4200,Switching Embodiments (10),Proximity heuristic,,16,5,0
4201,Switching Embodiments (10),Proximity heuristic,,8,5,1
4202,Switching Embodiments (10),Proximity heuristic,,16,5,2
4203,Switching Embodiments (10),Proximity heuristic,,28,5,3
4204,Switching Embodiments (10),Proximity heuristic,,28,5,4
4205,Switching Embodiments (10),Proximity heuristic,,8,5,5
4206,Switching Embodiments (10),Proximity heuristic,,12,5,6
4207,Switching Embodiments (10),Proximity heuristic,,8,5,7
4208,Switching Embodiments (10),Proximity heuristic,,20,5,8
4209,Switching Embodiments (10),Proximity heuristic,,8,5,9
4210,Switching Embodiments (10),Proximity heuristic,,25,5,10
4211,Switching Embodiments (10),Proximity heuristic,,8,5,11
4212,Switching Embodiments (10),Proximity heuristic,,24,5,12
4213,Switching Embodiments (10),Proximity heuristic,,12,5,13
4214,Switching Embodiments (10),Proximity heuristic,,26,5,14
4215,Switching Embodiments (10),Proximity heuristic,,66,5,15
4216,Switching Embodiments (10),Proximity heuristic,,16,5,16
4217,Switching Embodiments (10),Proximity heuristic,,8,5,17
4218,Switching Embodiments (10),Proximity heuristic,,8,5,18
4219,Switching Embodiments (10),Proximity heuristic,,8,5,19
4220,Switching Embodiments (10),Proximity heuristic,,14,5,20
4221,Switching Embodiments (10),Proximity heuristic,,16,5,21
4222,Switching Embodiments (10),Proximity heuristic,,14,5,22
4223,Switching Embodiments (10),Proximity heuristic,,34,5,23
4224,Switching Embodiments (10),Proximity heuristic,,8,5,24
4225,Switching Embodiments (10),Proximity heuristic,,12,5,25
4226,Switching Embodiments (10),Proximity heuristic,,42,5,26
4227,Switching Embodiments (10),Proximity heuristic,,16,5,27
4228,Switching Embodiments (10),Proximity heuristic,,36,5,28
4229,Switching Embodiments (10),Proximity heuristic,,24,5,29
4230,Switching Embodiments (10),Proximity heuristic,,21,5,30
4231,Switching Embodiments (10),Proximity heuristic,,14,5,31
4232,Switching Embodiments (10),Proximity heuristic,,64,5,32
4233,Switching Embodiments (10),Proximity heuristic,,8,5,33
4234,Switching Embodiments (10),Proximity heuristic,,21,5,34
4235,Switching Embodiments (10),Proximity heuristic,,8,5,35
4236,Switching Embodiments (10),Proximity heuristic,,12,5,36
4237,Switching Embodiments (10),Proximity heuristic,,20,5,37
4238,Switching Embodiments (10),Proximity heuristic,,47,5,38
4239,Switching Embodiments (10),Proximity heuristic,,8,5,39
4240,Switching Embodiments (10),Proximity heuristic,,23,6,0
4241,Switching Embodiments (10),Proximity heuristic,,8,6,1
4242,Switching Embodiments (10),Proximity heuristic,,38,6,2
4243,Switching Embodiments (10),Proximity heuristic,,94,6,3
4244,Switching Embodiments (10),Proximity heuristic,,34,6,4
4245,Switching Embodiments (10),Proximity heuristic,,35,6,5
4246,Switching Embodiments (10),Proximity heuristic,,14,6,6
4247,Switching Embodiments (10),Proximity heuristic,,32,6,7
4248,Switching Embodiments (10),Proximity heuristic,,8,6,8
4249,Switching Embodiments (10),Proximity heuristic,,38,6,9
4250,Switching Embodiments (10),Proximity heuristic,,16,6,10
4251,Switching Embodiments (10),Proximity heuristic,,16,6,11
4252,Switching Embodiments (10),Proximity heuristic,,12,6,12
4253,Switching Embodiments (10),Proximity heuristic,,14,6,13
4254,Switching Embodiments (10),Proximity heuristic,,16,6,14
4255,Switching Embodiments (10),Proximity heuristic,,8,6,15
4256,Switching Embodiments (10),Proximity heuristic,,16,6,16
4257,Switching Embodiments (10),Proximity heuristic,,74,6,17
4258,Switching Embodiments (10),Proximity heuristic,,24,6,18
4259,Switching Embodiments (10),Proximity heuristic,,8,6,19
4260,Switching Embodiments (10),Proximity heuristic,,18,6,20
4261,Switching Embodiments (10),Proximity heuristic,,26,6,21
4262,Switching Embodiments (10),Proximity heuristic,,28,6,22
4263,Switching Embodiments (10),Proximity heuristic,,17,6,23
4264,Switching Embodiments (10),Proximity heuristic,,41,6,24
4265,Switching Embodiments (10),Proximity heuristic,,16,6,25
4266,Switching Embodiments (10),Proximity heuristic,,18,6,26
4267,Switching Embodiments (10),Proximity heuristic,,12,6,27
4268,Switching Embodiments (10),Proximity heuristic,,8,6,28
4269,Switching Embodiments (10),Proximity heuristic,,8,6,29
4270,Switching Embodiments (10),Proximity heuristic,,36,6,30
4271,Switching Embodiments (10),Proximity heuristic,,32,6,31
4272,Switching Embodiments (10),Proximity heuristic,,16,6,32
4273,Switching Embodiments (10),Proximity heuristic,,8,6,33
4274,Switching Embodiments (10),Proximity heuristic,,83,6,34
4275,Switching Embodiments (10),Proximity heuristic,,27,6,35
4276,Switching Embodiments (10),Proximity heuristic,,23,6,36
4277,Switching Embodiments (10),Proximity heuristic,,14,6,37
4278,Switching Embodiments (10),Proximity heuristic,,8,6,38
4279,Switching Embodiments (10),Proximity heuristic,,18,6,39
4280,Switching Embodiments (10),Proximity heuristic,,36,7,0
4281,Switching Embodiments (10),Proximity heuristic,,16,7,1
4282,Switching Embodiments (10),Proximity heuristic,,14,7,2
4283,Switching Embodiments (10),Proximity heuristic,,8,7,3
4284,Switching Embodiments (10),Proximity heuristic,,16,7,4
4285,Switching Embodiments (10),Proximity heuristic,,96,7,5
4286,Switching Embodiments (10),Proximity heuristic,,8,7,6
4287,Switching Embodiments (10),Proximity heuristic,,14,7,7
4288,Switching Embodiments (10),Proximity heuristic,,16,7,8
4289,Switching Embodiments (10),Proximity heuristic,,8,7,9
4290,Switching Embodiments (10),Proximity heuristic,,8,7,10
4291,Switching Embodiments (10),Proximity heuristic,,47,7,11
4292,Switching Embodiments (10),Proximity heuristic,,32,7,12
4293,Switching Embodiments (10),Proximity heuristic,,54,7,13
4294,Switching Embodiments (10),Proximity heuristic,,8,7,14
4295,Switching Embodiments (10),Proximity heuristic,,22,7,15
4296,Switching Embodiments (10),Proximity heuristic,,18,7,16
4297,Switching Embodiments (10),Proximity heuristic,,16,7,17
4298,Switching Embodiments (10),Proximity heuristic,,24,7,18
4299,Switching Embodiments (10),Proximity heuristic,,16,7,19
4300,Switching Embodiments (10),Proximity heuristic,,23,7,20
4301,Switching Embodiments (10),Proximity heuristic,,25,7,21
4302,Switching Embodiments (10),Proximity heuristic,,12,7,22
4303,Switching Embodiments (10),Proximity heuristic,,44,7,23
4304,Switching Embodiments (10),Proximity heuristic,,24,7,24
4305,Switching Embodiments (10),Proximity heuristic,,44,7,25
4306,Switching Embodiments (10),Proximity heuristic,,94,7,26
4307,Switching Embodiments (10),Proximity heuristic,,12,7,27
4308,Switching Embodiments (10),Proximity heuristic,,32,7,28
4309,Switching Embodiments (10),Proximity heuristic,,12,7,29
4310,Switching Embodiments (10),Proximity heuristic,,16,7,30
4311,Switching Embodiments (10),Proximity heuristic,,8,7,31
4312,Switching Embodiments (10),Proximity heuristic,,16,7,32
4313,Switching Embodiments (10),Proximity heuristic,,8,7,33
4314,Switching Embodiments (10),Proximity heuristic,,14,7,34
4315,Switching Embodiments (10),Proximity heuristic,,14,7,35
4316,Switching Embodiments (10),Proximity heuristic,,24,7,36
4317,Switching Embodiments (10),Proximity heuristic,,22,7,37
4318,Switching Embodiments (10),Proximity heuristic,,18,7,38
4319,Switching Embodiments (10),Proximity heuristic,,8,7,39
4320,Switching Embodiments (10),Proximity heuristic,,18,8,0
4321,Switching Embodiments (10),Proximity heuristic,,21,8,1
4322,Switching Embodiments (10),Proximity heuristic,,14,8,2
4323,Switching Embodiments (10),Proximity heuristic,,28,8,3
4324,Switching Embodiments (10),Proximity heuristic,,8,8,4
4325,Switching Embodiments (10),Proximity heuristic,,8,8,5
4326,Switching Embodiments (10),Proximity heuristic,,28,8,6
4327,Switching Embodiments (10),Proximity heuristic,,16,8,7
4328,Switching Embodiments (10),Proximity heuristic,,18,8,8
4329,Switching Embodiments (10),Proximity heuristic,,8,8,9
4330,Switching Embodiments (10),Proximity heuristic,,28,8,10
4331,Switching Embodiments (10),Proximity heuristic,,41,8,11
4332,Switching Embodiments (10),Proximity heuristic,,8,8,12
4333,Switching Embodiments (10),Proximity heuristic,,16,8,13
4334,Switching Embodiments (10),Proximity heuristic,,56,8,14
4335,Switching Embodiments (10),Proximity heuristic,,8,8,15
4336,Switching Embodiments (10),Proximity heuristic,,14,8,16
4337,Switching Embodiments (10),Proximity heuristic,,35,8,17
4338,Switching Embodiments (10),Proximity heuristic,,14,8,18
4339,Switching Embodiments (10),Proximity heuristic,,18,8,19
4340,Switching Embodiments (10),Proximity heuristic,,44,8,20
4341,Switching Embodiments (10),Proximity heuristic,,55,8,21
4342,Switching Embodiments (10),Proximity heuristic,,24,8,22
4343,Switching Embodiments (10),Proximity heuristic,,44,8,23
4344,Switching Embodiments (10),Proximity heuristic,,22,8,24
4345,Switching Embodiments (10),Proximity heuristic,,24,8,25
4346,Switching Embodiments (10),Proximity heuristic,,34,8,26
4347,Switching Embodiments (10),Proximity heuristic,,30,8,27
4348,Switching Embodiments (10),Proximity heuristic,,19,8,28
4349,Switching Embodiments (10),Proximity heuristic,,40,8,29
4350,Switching Embodiments (10),Proximity heuristic,,66,8,30
4351,Switching Embodiments (10),Proximity heuristic,,8,8,31
4352,Switching Embodiments (10),Proximity heuristic,,49,8,32
4353,Switching Embodiments (10),Proximity heuristic,,16,8,33
4354,Switching Embodiments (10),Proximity heuristic,,18,8,34
4355,Switching Embodiments (10),Proximity heuristic,,14,8,35
4356,Switching Embodiments (10),Proximity heuristic,,8,8,36
4357,Switching Embodiments (10),Proximity heuristic,,18,8,37
4358,Switching Embodiments (10),Proximity heuristic,,8,8,38
4359,Switching Embodiments (10),Proximity heuristic,,16,8,39
4360,Switching Embodiments (10),Proximity heuristic,,21,9,0
4361,Switching Embodiments (10),Proximity heuristic,,36,9,1
4362,Switching Embodiments (10),Proximity heuristic,,28,9,2
4363,Switching Embodiments (10),Proximity heuristic,,14,9,3
4364,Switching Embodiments (10),Proximity heuristic,,64,9,4
4365,Switching Embodiments (10),Proximity heuristic,,102,9,5
4366,Switching Embodiments (10),Proximity heuristic,,8,9,6
4367,Switching Embodiments (10),Proximity heuristic,,12,9,7
4368,Switching Embodiments (10),Proximity heuristic,,12,9,8
4369,Switching Embodiments (10),Proximity heuristic,,8,9,9
4370,Switching Embodiments (10),Proximity heuristic,,8,9,10
4371,Switching Embodiments (10),Proximity heuristic,,28,9,11
4372,Switching Embodiments (10),Proximity heuristic,,8,9,12
4373,Switching Embodiments (10),Proximity heuristic,,8,9,13
4374,Switching Embodiments (10),Proximity heuristic,,22,9,14
4375,Switching Embodiments (10),Proximity heuristic,,8,9,15
4376,Switching Embodiments (10),Proximity heuristic,,8,9,16
4377,Switching Embodiments (10),Proximity heuristic,,26,9,17
4378,Switching Embodiments (10),Proximity heuristic,,18,9,18
4379,Switching Embodiments (10),Proximity heuristic,,14,9,19
4380,Switching Embodiments (10),Proximity heuristic,,55,9,20
4381,Switching Embodiments (10),Proximity heuristic,,8,9,21
4382,Switching Embodiments (10),Proximity heuristic,,22,9,22
4383,Switching Embodiments (10),Proximity heuristic,,8,9,23
4384,Switching Embodiments (10),Proximity heuristic,,36,9,24
4385,Switching Embodiments (10),Proximity heuristic,,24,9,25
4386,Switching Embodiments (10),Proximity heuristic,,14,9,26
4387,Switching Embodiments (10),Proximity heuristic,,22,9,27
4388,Switching Embodiments (10),Proximity heuristic,,27,9,28
4389,Switching Embodiments (10),Proximity heuristic,,8,9,29
4390,Switching Embodiments (10),Proximity heuristic,,26,9,30
4391,Switching Embodiments (10),Proximity heuristic,,8,9,31
4392,Switching Embodiments (10),Proximity heuristic,,22,9,32
4393,Switching Embodiments (10),Proximity heuristic,,68,9,33
4394,Switching Embodiments (10),Proximity heuristic,,52,9,34
4395,Switching Embodiments (10),Proximity heuristic,,10,9,35
4396,Switching Embodiments (10),Proximity heuristic,,26,9,36
4397,Switching Embodiments (10),Proximity heuristic,,67,9,37
4398,Switching Embodiments (10),Proximity heuristic,,18,9,38
4399,Switching Embodiments (10),Proximity heuristic,,14,9,39
4400,Switching Embodiments (10),Proximity heuristic,,32,10,0
4401,Switching Embodiments (10),Proximity heuristic,,68,10,1
4402,Switching Embodiments (10),Proximity heuristic,,8,10,2
4403,Switching Embodiments (10),Proximity heuristic,,26,10,3
4404,Switching Embodiments (10),Proximity heuristic,,14,10,4
4405,Switching Embodiments (10),Proximity heuristic,,14,10,5
4406,Switching Embodiments (10),Proximity heuristic,,18,10,6
4407,Switching Embodiments (10),Proximity heuristic,,16,10,7
4408,Switching Embodiments (10),Proximity heuristic,,32,10,8
4409,Switching Embodiments (10),Proximity heuristic,,57,10,9
4410,Switching Embodiments (10),Proximity heuristic,,28,10,10
4411,Switching Embodiments (10),Proximity heuristic,,8,10,11
4412,Switching Embodiments (10),Proximity heuristic,,8,10,12
4413,Switching Embodiments (10),Proximity heuristic,,30,10,13
4414,Switching Embodiments (10),Proximity heuristic,,65,10,14
4415,Switching Embodiments (10),Proximity heuristic,,54,10,15
4416,Switching Embodiments (10),Proximity heuristic,,8,10,16
4417,Switching Embodiments (10),Proximity heuristic,,32,10,17
4418,Switching Embodiments (10),Proximity heuristic,,20,10,18
4419,Switching Embodiments (10),Proximity heuristic,,26,10,19
4420,Switching Embodiments (10),Proximity heuristic,,16,10,20
4421,Switching Embodiments (10),Proximity heuristic,,26,10,21
4422,Switching Embodiments (10),Proximity heuristic,,8,10,22
4423,Switching Embodiments (10),Proximity heuristic,,8,10,23
4424,Switching Embodiments (10),Proximity heuristic,,14,10,24
4425,Switching Embodiments (10),Proximity heuristic,,8,10,25
4426,Switching Embodiments (10),Proximity heuristic,,66,10,26
4427,Switching Embodiments (10),Proximity heuristic,,57,10,27
4428,Switching Embodiments (10),Proximity heuristic,,84,10,28
4429,Switching Embodiments (10),Proximity heuristic,,16,10,29
4430,Switching Embodiments (10),Proximity heuristic,,8,10,30
4431,Switching Embodiments (10),Proximity heuristic,,8,10,31
