,env,agent,sf_steps,steps,seed,level
5213,Switching Embodiments (7),Meta-ePOMDP,,18,10,13
5214,Switching Embodiments (7),Meta-ePOMDP,,24,10,14
5215,Switching Embodiments (7),Meta-ePOMDP,,26,10,15
5216,Switching Embodiments (7),Meta-ePOMDP,,26,10,16
5217,Switching Embodiments (7),Meta-ePOMDP,,12,10,17
5218,Switching Embodiments (7),Meta-ePOMDP,,46,10,18
5219,Switching Embodiments (7),Meta-ePOMDP,,10,10,19
5220,Switching Embodiments (7),Meta-ePOMDP,,20,10,20
5221,Switching Embodiments (7),Meta-ePOMDP,,54,10,21
5222,Switching Embodiments (7),Meta-ePOMDP,,26,10,22
5223,Switching Embodiments (7),Meta-ePOMDP,,20,10,23
5224,Switching Embodiments (7),Meta-ePOMDP,,40,10,24
5225,Switching Embodiments (7),Meta-ePOMDP,,12,10,25
5226,Switching Embodiments (7),Meta-ePOMDP,,26,10,26
5227,Switching Embodiments (7),Meta-ePOMDP,,32,10,27
5228,Switching Embodiments (7),Meta-ePOMDP,,18,10,28
5229,Switching Embodiments (7),Meta-ePOMDP,,30,10,29
5230,Switching Embodiments (7),Meta-ePOMDP,,30,10,30
5231,Switching Embodiments (7),Meta-ePOMDP,,26,10,31
5232,Switching Embodiments (7),Meta-ePOMDP,,12,10,32
5233,Switching Embodiments (7),Meta-ePOMDP,,39,10,33
5234,Switching Embodiments (7),Meta-ePOMDP,,23,10,34
5235,Switching Embodiments (7),Meta-ePOMDP,,45,10,35
5236,Switching Embodiments (7),Meta-ePOMDP,,25,10,36
5237,Switching Embodiments (7),Meta-ePOMDP,,18,10,37
5238,Switching Embodiments (7),Meta-ePOMDP,,24,10,38
5239,Switching Embodiments (7),Meta-ePOMDP,,46,10,39
5240,Switching Embodiments (7),Meta-ePOMDP,,18,11,0
5241,Switching Embodiments (7),Meta-ePOMDP,,12,11,1
5242,Switching Embodiments (7),Meta-ePOMDP,,12,11,2
5243,Switching Embodiments (7),Meta-ePOMDP,,31,11,3
5244,Switching Embodiments (7),Meta-ePOMDP,,47,11,4
5245,Switching Embodiments (7),Meta-ePOMDP,,34,11,5
5246,Switching Embodiments (7),Meta-ePOMDP,,14,11,6
5247,Switching Embodiments (7),Meta-ePOMDP,,9,11,7
5248,Switching Embodiments (7),Meta-ePOMDP,,12,11,8
5249,Switching Embodiments (7),Meta-ePOMDP,,45,11,9
5250,Switching Embodiments (7),Meta-ePOMDP,,20,11,10
5251,Switching Embodiments (7),Meta-ePOMDP,,54,11,11
5252,Switching Embodiments (7),Meta-ePOMDP,,34,11,12
5253,Switching Embodiments (7),Meta-ePOMDP,,64,11,13
5254,Switching Embodiments (7),Meta-ePOMDP,,36,11,14
5255,Switching Embodiments (7),Meta-ePOMDP,,20,11,15
5256,Switching Embodiments (7),Meta-ePOMDP,,20,11,16
5257,Switching Embodiments (7),Meta-ePOMDP,,20,11,17
5258,Switching Embodiments (7),Meta-ePOMDP,,12,11,18
5259,Switching Embodiments (7),Meta-ePOMDP,,12,11,19
5260,Switching Embodiments (7),Meta-ePOMDP,,12,11,20
5261,Switching Embodiments (7),Meta-ePOMDP,,31,11,21
5262,Switching Embodiments (7),Meta-ePOMDP,,26,11,22
5263,Switching Embodiments (7),Meta-ePOMDP,,10,11,23
5264,Switching Embodiments (7),Meta-ePOMDP,,16,11,24
5265,Switching Embodiments (7),Meta-ePOMDP,,11,11,25
5266,Switching Embodiments (7),Meta-ePOMDP,,33,11,26
5267,Switching Embodiments (7),Meta-ePOMDP,,47,11,27
5268,Switching Embodiments (7),Meta-ePOMDP,,40,11,28
5269,Switching Embodiments (7),Meta-ePOMDP,,32,11,29
5270,Switching Embodiments (7),Meta-ePOMDP,,12,11,30
5271,Switching Embodiments (7),Meta-ePOMDP,,18,11,31
5272,Switching Embodiments (7),Meta-ePOMDP,,43,11,32
5273,Switching Embodiments (7),Meta-ePOMDP,,39,11,33
5274,Switching Embodiments (7),Meta-ePOMDP,,30,11,34
5275,Switching Embodiments (7),Meta-ePOMDP,,20,11,35
5276,Switching Embodiments (7),Meta-ePOMDP,,20,11,36
5277,Switching Embodiments (7),Meta-ePOMDP,,20,11,37
5278,Switching Embodiments (7),Meta-ePOMDP,,12,11,38
5279,Switching Embodiments (7),Meta-ePOMDP,,37,11,39
5280,Switching Embodiments (7),Meta-ePOMDP,,45,12,0
5281,Switching Embodiments (7),Meta-ePOMDP,,26,12,1
5282,Switching Embodiments (7),Meta-ePOMDP,,90,12,2
5283,Switching Embodiments (7),Meta-ePOMDP,,20,12,3
5284,Switching Embodiments (7),Meta-ePOMDP,,12,12,4
5285,Switching Embodiments (7),Meta-ePOMDP,,40,12,5
5286,Switching Embodiments (7),Meta-ePOMDP,,18,12,6
5287,Switching Embodiments (7),Meta-ePOMDP,,20,12,7
5288,Switching Embodiments (7),Meta-ePOMDP,,27,12,8
5289,Switching Embodiments (7),Meta-ePOMDP,,12,12,9
5290,Switching Embodiments (7),Meta-ePOMDP,,10,12,10
5291,Switching Embodiments (7),Meta-ePOMDP,,20,12,11
5292,Switching Embodiments (7),Meta-ePOMDP,,22,12,12
5293,Switching Embodiments (7),Meta-ePOMDP,,34,12,13
5294,Switching Embodiments (7),Meta-ePOMDP,,59,12,14
5295,Switching Embodiments (7),Meta-ePOMDP,,52,12,15
5296,Switching Embodiments (7),Meta-ePOMDP,,75,12,16
5297,Switching Embodiments (7),Meta-ePOMDP,,20,12,17
5298,Switching Embodiments (7),Meta-ePOMDP,,18,12,18
5299,Switching Embodiments (7),Meta-ePOMDP,,52,12,19
5300,Switching Embodiments (7),Meta-ePOMDP,,14,12,20
5301,Switching Embodiments (7),Meta-ePOMDP,,67,12,21
5302,Switching Embodiments (7),Meta-ePOMDP,,18,12,22
5303,Switching Embodiments (7),Meta-ePOMDP,,32,12,23
5304,Switching Embodiments (7),Meta-ePOMDP,,32,12,24
5305,Switching Embodiments (7),Meta-ePOMDP,,20,12,25
5306,Switching Embodiments (7),Meta-ePOMDP,,18,12,26
5307,Switching Embodiments (7),Meta-ePOMDP,,24,12,27
5308,Switching Embodiments (7),Meta-ePOMDP,,32,12,28
5309,Switching Embodiments (7),Meta-ePOMDP,,16,12,29
5310,Switching Embodiments (7),Meta-ePOMDP,,30,12,30
5311,Switching Embodiments (7),Meta-ePOMDP,,18,12,31
5312,Switching Embodiments (7),Meta-ePOMDP,,18,12,32
5313,Switching Embodiments (7),Meta-ePOMDP,,18,12,33
5314,Switching Embodiments (7),Meta-ePOMDP,,44,12,34
5315,Switching Embodiments (7),Meta-ePOMDP,,34,12,35
5316,Switching Embodiments (7),Meta-ePOMDP,,23,12,36
5317,Switching Embodiments (7),Meta-ePOMDP,,38,12,37
5318,Switching Embodiments (7),Meta-ePOMDP,,24,12,38
5319,Switching Embodiments (7),Meta-ePOMDP,,32,12,39
5320,Switching Embodiments (7),Meta-ePOMDP,,17,13,0
5321,Switching Embodiments (7),Meta-ePOMDP,,10,13,1
5322,Switching Embodiments (7),Meta-ePOMDP,,31,13,2
5323,Switching Embodiments (7),Meta-ePOMDP,,40,13,3
5324,Switching Embodiments (7),Meta-ePOMDP,,67,13,4
5325,Switching Embodiments (7),Meta-ePOMDP,,20,13,5
5326,Switching Embodiments (7),Meta-ePOMDP,,32,13,6
5327,Switching Embodiments (7),Meta-ePOMDP,,20,13,7
5328,Switching Embodiments (7),Meta-ePOMDP,,46,13,8
5329,Switching Embodiments (7),Meta-ePOMDP,,20,13,9
5330,Switching Embodiments (7),Meta-ePOMDP,,34,13,10
5331,Switching Embodiments (7),Meta-ePOMDP,,26,13,11
5332,Switching Embodiments (7),Meta-ePOMDP,,16,13,12
5333,Switching Embodiments (7),Meta-ePOMDP,,44,13,13
5334,Switching Embodiments (7),Meta-ePOMDP,,41,13,14
5335,Switching Embodiments (7),Meta-ePOMDP,,20,13,15
5336,Switching Embodiments (7),Meta-ePOMDP,,32,13,16
5337,Switching Embodiments (7),Meta-ePOMDP,,61,13,17
5338,Switching Embodiments (7),Meta-ePOMDP,,16,13,18
5339,Switching Embodiments (7),Meta-ePOMDP,,18,13,19
5340,Switching Embodiments (7),Meta-ePOMDP,,34,13,20
5341,Switching Embodiments (7),Meta-ePOMDP,,12,13,21
5342,Switching Embodiments (7),Meta-ePOMDP,,10,13,22
5343,Switching Embodiments (7),Meta-ePOMDP,,34,13,23
5344,Switching Embodiments (7),Meta-ePOMDP,,46,13,24
5345,Switching Embodiments (7),Meta-ePOMDP,,12,13,25
5346,Switching Embodiments (7),Meta-ePOMDP,,45,13,26
5347,Switching Embodiments (7),Meta-ePOMDP,,12,13,27
5348,Switching Embodiments (7),Meta-ePOMDP,,32,13,28
5349,Switching Embodiments (7),Meta-ePOMDP,,26,13,29
5350,Switching Embodiments (7),Meta-ePOMDP,,20,13,30
5351,Switching Embodiments (7),Meta-ePOMDP,,26,13,31
5352,Switching Embodiments (7),Meta-ePOMDP,,51,13,32
5353,Switching Embodiments (7),Meta-ePOMDP,,30,13,33
5354,Switching Embodiments (7),Meta-ePOMDP,,26,13,34
5355,Switching Embodiments (7),Meta-ePOMDP,,18,13,35
5356,Switching Embodiments (7),Meta-ePOMDP,,25,13,36
5357,Switching Embodiments (7),Meta-ePOMDP,,16,13,37
5358,Switching Embodiments (7),Meta-ePOMDP,,12,13,38
5359,Switching Embodiments (7),Meta-ePOMDP,,47,13,39
5360,Switching Embodiments (7),Meta-ePOMDP,,75,14,0
5361,Switching Embodiments (7),Meta-ePOMDP,,12,14,1
5362,Switching Embodiments (7),Meta-ePOMDP,,26,14,2
5363,Switching Embodiments (7),Meta-ePOMDP,,26,14,3
5364,Switching Embodiments (7),Meta-ePOMDP,,12,14,4
5365,Switching Embodiments (7),Meta-ePOMDP,,48,14,5
5366,Switching Embodiments (7),Meta-ePOMDP,,29,14,6
5367,Switching Embodiments (7),Meta-ePOMDP,,22,14,7
5368,Switching Embodiments (7),Meta-ePOMDP,,18,14,8
5369,Switching Embodiments (7),Meta-ePOMDP,,16,14,9
5370,Switching Embodiments (7),Meta-ePOMDP,,20,14,10
5371,Switching Embodiments (7),Meta-ePOMDP,,20,14,11
5372,Switching Embodiments (7),Meta-ePOMDP,,20,14,12
5373,Switching Embodiments (7),Meta-ePOMDP,,20,14,13
5374,Switching Embodiments (7),Meta-ePOMDP,,20,14,14
5375,Switching Embodiments (7),Meta-ePOMDP,,34,14,15
5376,Switching Embodiments (7),Meta-ePOMDP,,18,14,16
5377,Switching Embodiments (7),Meta-ePOMDP,,34,14,17
5378,Switching Embodiments (7),Meta-ePOMDP,,34,14,18
5379,Switching Embodiments (7),Meta-ePOMDP,,12,14,19
5380,Switching Embodiments (7),Meta-ePOMDP,,20,14,20
5381,Switching Embodiments (7),Meta-ePOMDP,,61,14,21
5382,Switching Embodiments (7),Meta-ePOMDP,,12,14,22
5383,Switching Embodiments (7),Meta-ePOMDP,,53,14,23
5384,Switching Embodiments (7),Meta-ePOMDP,,23,14,24
5385,Switching Embodiments (7),Meta-ePOMDP,,18,14,25
5386,Switching Embodiments (7),Meta-ePOMDP,,12,14,26
5387,Switching Embodiments (7),Meta-ePOMDP,,20,14,27
5388,Switching Embodiments (7),Meta-ePOMDP,,30,14,28
5389,Switching Embodiments (7),Meta-ePOMDP,,20,14,29
5390,Switching Embodiments (7),Meta-ePOMDP,,18,14,30
5391,Switching Embodiments (7),Meta-ePOMDP,,11,14,31
5392,Switching Embodiments (7),Meta-ePOMDP,,20,14,32
5393,Switching Embodiments (7),Meta-ePOMDP,,27,14,33
5394,Switching Embodiments (7),Meta-ePOMDP,,38,14,34
5395,Switching Embodiments (7),Meta-ePOMDP,,16,14,35
5396,Switching Embodiments (7),Meta-ePOMDP,,28,14,36
5397,Switching Embodiments (7),Meta-ePOMDP,,10,14,37
5398,Switching Embodiments (7),Meta-ePOMDP,,34,14,38
5399,Switching Embodiments (7),Meta-ePOMDP,,36,14,39
5400,Switching Embodiments (7),Meta-ePOMDP,,34,15,0
5401,Switching Embodiments (7),Meta-ePOMDP,,54,15,1
5402,Switching Embodiments (7),Meta-ePOMDP,,16,15,2
5403,Switching Embodiments (7),Meta-ePOMDP,,20,15,3
5404,Switching Embodiments (7),Meta-ePOMDP,,20,15,4
5405,Switching Embodiments (7),Meta-ePOMDP,,18,15,5
5406,Switching Embodiments (7),Meta-ePOMDP,,20,15,6
5407,Switching Embodiments (7),Meta-ePOMDP,,40,15,7
5408,Switching Embodiments (7),Meta-ePOMDP,,31,15,8
5409,Switching Embodiments (7),Meta-ePOMDP,,26,15,9
5410,Switching Embodiments (7),Meta-ePOMDP,,12,15,10
5411,Switching Embodiments (7),Meta-ePOMDP,,37,15,11
5412,Switching Embodiments (7),Meta-ePOMDP,,51,15,12
5413,Switching Embodiments (7),Meta-ePOMDP,,32,15,13
5414,Switching Embodiments (7),Meta-ePOMDP,,12,15,14
5415,Switching Embodiments (7),Meta-ePOMDP,,18,15,15
5416,Switching Embodiments (7),Meta-ePOMDP,,18,15,16
5417,Switching Embodiments (7),Meta-ePOMDP,,20,15,17
5418,Switching Embodiments (7),Meta-ePOMDP,,20,15,18
5419,Switching Embodiments (7),Meta-ePOMDP,,32,15,19
5420,Switching Embodiments (7),Meta-ePOMDP,,34,15,20
5421,Switching Embodiments (7),Meta-ePOMDP,,18,15,21
5422,Switching Embodiments (7),Meta-ePOMDP,,34,15,22
5423,Switching Embodiments (7),Meta-ePOMDP,,40,15,23
5424,Switching Embodiments (7),Meta-ePOMDP,,37,15,24
5425,Switching Embodiments (7),Meta-ePOMDP,,30,15,25
5426,Switching Embodiments (7),Meta-ePOMDP,,18,15,26
5427,Switching Embodiments (7),Meta-ePOMDP,,20,15,27
5428,Switching Embodiments (7),Meta-ePOMDP,,24,15,28
5429,Switching Embodiments (7),Meta-ePOMDP,,20,15,29
5430,Switching Embodiments (7),Meta-ePOMDP,,22,15,30
5431,Switching Embodiments (7),Meta-ePOMDP,,32,15,31
5432,Switching Embodiments (7),Meta-ePOMDP,,12,15,32
5433,Switching Embodiments (7),Meta-ePOMDP,,26,15,33
5434,Switching Embodiments (7),Meta-ePOMDP,,40,15,34
5435,Switching Embodiments (7),Meta-ePOMDP,,20,15,35
5436,Switching Embodiments (7),Meta-ePOMDP,,67,15,36
5437,Switching Embodiments (7),Meta-ePOMDP,,26,15,37
5438,Switching Embodiments (7),Meta-ePOMDP,,34,15,38
5439,Switching Embodiments (7),Meta-ePOMDP,,26,15,39
5440,Switching Embodiments (7),Meta-ePOMDP,,24,16,0
5441,Switching Embodiments (7),Meta-ePOMDP,,32,16,1
5442,Switching Embodiments (7),Meta-ePOMDP,,20,16,2
5443,Switching Embodiments (7),Meta-ePOMDP,,31,16,3
5444,Switching Embodiments (7),Meta-ePOMDP,,12,16,4
5445,Switching Embodiments (7),Meta-ePOMDP,,34,16,5
5446,Switching Embodiments (7),Meta-ePOMDP,,32,16,6
5447,Switching Embodiments (7),Meta-ePOMDP,,18,16,7
5448,Switching Embodiments (7),Meta-ePOMDP,,20,16,8
5449,Switching Embodiments (7),Meta-ePOMDP,,22,16,9
5450,Switching Embodiments (7),Meta-ePOMDP,,12,16,10
5451,Switching Embodiments (7),Meta-ePOMDP,,18,16,11
5452,Switching Embodiments (7),Meta-ePOMDP,,16,16,12
5453,Switching Embodiments (7),Meta-ePOMDP,,27,16,13
5454,Switching Embodiments (7),Meta-ePOMDP,,18,16,14
5455,Switching Embodiments (7),Meta-ePOMDP,,18,16,15
5456,Switching Embodiments (7),Meta-ePOMDP,,18,16,16
5457,Switching Embodiments (7),Meta-ePOMDP,,38,16,17
5458,Switching Embodiments (7),Meta-ePOMDP,,37,16,18
5459,Switching Embodiments (7),Meta-ePOMDP,,47,16,19
5460,Switching Embodiments (7),Meta-ePOMDP,,12,16,20
5461,Switching Embodiments (7),Meta-ePOMDP,,29,16,21
5462,Switching Embodiments (7),Meta-ePOMDP,,34,16,22
5463,Switching Embodiments (7),Meta-ePOMDP,,12,16,23
5464,Switching Embodiments (7),Meta-ePOMDP,,20,16,24
5465,Switching Embodiments (7),Meta-ePOMDP,,20,16,25
5466,Switching Embodiments (7),Meta-ePOMDP,,18,16,26
5467,Switching Embodiments (7),Meta-ePOMDP,,12,16,27
5468,Switching Embodiments (7),Meta-ePOMDP,,12,16,28
5469,Switching Embodiments (7),Meta-ePOMDP,,39,16,29
5470,Switching Embodiments (7),Meta-ePOMDP,,12,16,30
5471,Switching Embodiments (7),Meta-ePOMDP,,32,16,31
5472,Switching Embodiments (7),Meta-ePOMDP,,10,16,32
5473,Switching Embodiments (7),Meta-ePOMDP,,20,16,33
5474,Switching Embodiments (7),Meta-ePOMDP,,12,16,34
5475,Switching Embodiments (7),Meta-ePOMDP,,11,16,35
5476,Switching Embodiments (7),Meta-ePOMDP,,34,16,36
5477,Switching Embodiments (7),Meta-ePOMDP,,20,16,37
5478,Switching Embodiments (7),Meta-ePOMDP,,32,16,38
5479,Switching Embodiments (7),Meta-ePOMDP,,46,16,39
5480,Switching Embodiments (7),Meta-ePOMDP,,23,17,0
5481,Switching Embodiments (7),Meta-ePOMDP,,47,17,1
5482,Switching Embodiments (7),Meta-ePOMDP,,34,17,2
5483,Switching Embodiments (7),Meta-ePOMDP,,10,17,3
5484,Switching Embodiments (7),Meta-ePOMDP,,18,17,4
5485,Switching Embodiments (7),Meta-ePOMDP,,32,17,5
5486,Switching Embodiments (7),Meta-ePOMDP,,34,17,6
5487,Switching Embodiments (7),Meta-ePOMDP,,32,17,7
5488,Switching Embodiments (7),Meta-ePOMDP,,20,17,8
5489,Switching Embodiments (7),Meta-ePOMDP,,20,17,9
5490,Switching Embodiments (7),Meta-ePOMDP,,18,17,10
5491,Switching Embodiments (7),Meta-ePOMDP,,12,17,11
5492,Switching Embodiments (7),Meta-ePOMDP,,26,17,12
5493,Switching Embodiments (7),Meta-ePOMDP,,20,17,13
5494,Switching Embodiments (7),Meta-ePOMDP,,21,17,14
5495,Switching Embodiments (7),Meta-ePOMDP,,18,17,15
5496,Switching Embodiments (7),Meta-ePOMDP,,12,17,16
5497,Switching Embodiments (7),Meta-ePOMDP,,12,17,17
5498,Switching Embodiments (7),Meta-ePOMDP,,18,17,18
5499,Switching Embodiments (7),Meta-ePOMDP,,26,17,19
5500,Switching Embodiments (7),Meta-ePOMDP,,33,17,20
5501,Switching Embodiments (7),Meta-ePOMDP,,18,17,21
5502,Switching Embodiments (7),Meta-ePOMDP,,31,17,22
5503,Switching Embodiments (7),Meta-ePOMDP,,32,17,23
5504,Switching Embodiments (7),Meta-ePOMDP,,16,17,24
5505,Switching Embodiments (7),Meta-ePOMDP,,20,17,25
5506,Switching Embodiments (7),Meta-ePOMDP,,38,17,26
5507,Switching Embodiments (7),Meta-ePOMDP,,20,17,27
5508,Switching Embodiments (7),Meta-ePOMDP,,26,17,28
5509,Switching Embodiments (7),Meta-ePOMDP,,52,17,29
5510,Switching Embodiments (7),Meta-ePOMDP,,24,17,30
5511,Switching Embodiments (7),Meta-ePOMDP,,20,17,31
5512,Switching Embodiments (7),Meta-ePOMDP,,12,17,32
5513,Switching Embodiments (7),Meta-ePOMDP,,18,17,33
5514,Switching Embodiments (7),Meta-ePOMDP,,17,17,34
5515,Switching Embodiments (7),Meta-ePOMDP,,12,17,35
5516,Switching Embodiments (7),Meta-ePOMDP,,40,17,36
5517,Switching Embodiments (7),Meta-ePOMDP,,18,17,37
5518,Switching Embodiments (7),Meta-ePOMDP,,20,17,38
5519,Switching Embodiments (7),Meta-ePOMDP,,32,17,39
5520,Switching Embodiments (7),Meta-ePOMDP,,40,18,0
5521,Switching Embodiments (7),Meta-ePOMDP,,26,18,1
5522,Switching Embodiments (7),Meta-ePOMDP,,18,18,2
5523,Switching Embodiments (7),Meta-ePOMDP,,38,18,3
5524,Switching Embodiments (7),Meta-ePOMDP,,12,18,4
5525,Switching Embodiments (7),Meta-ePOMDP,,12,18,5
5526,Switching Embodiments (7),Meta-ePOMDP,,34,18,6
5527,Switching Embodiments (7),Meta-ePOMDP,,46,18,7
5528,Switching Embodiments (7),Meta-ePOMDP,,26,18,8
5529,Switching Embodiments (7),Meta-ePOMDP,,12,18,9
5530,Switching Embodiments (7),Meta-ePOMDP,,38,18,10
5531,Switching Embodiments (7),Meta-ePOMDP,,62,18,11
5532,Switching Embodiments (7),Meta-ePOMDP,,25,18,12
5533,Switching Embodiments (7),Meta-ePOMDP,,12,18,13
5534,Switching Embodiments (7),Meta-ePOMDP,,54,18,14
5535,Switching Embodiments (7),Meta-ePOMDP,,12,18,15
5536,Switching Embodiments (7),Meta-ePOMDP,,20,18,16
5537,Switching Embodiments (7),Meta-ePOMDP,,18,18,17
5538,Switching Embodiments (7),Meta-ePOMDP,,26,18,18
5539,Switching Embodiments (7),Meta-ePOMDP,,26,18,19
5540,Switching Embodiments (7),Meta-ePOMDP,,34,18,20
5541,Switching Embodiments (7),Meta-ePOMDP,,25,18,21
5542,Switching Embodiments (7),Meta-ePOMDP,,26,18,22
5543,Switching Embodiments (7),Meta-ePOMDP,,25,18,23
5544,Switching Embodiments (7),Meta-ePOMDP,,26,18,24
5545,Switching Embodiments (7),Meta-ePOMDP,,31,18,25
5546,Switching Embodiments (7),Meta-ePOMDP,,37,18,26
5547,Switching Embodiments (7),Meta-ePOMDP,,20,18,27
5548,Switching Embodiments (7),Meta-ePOMDP,,24,18,28
5549,Switching Embodiments (7),Meta-ePOMDP,,26,18,29
5550,Switching Embodiments (7),Meta-ePOMDP,,12,18,30
5551,Switching Embodiments (7),Meta-ePOMDP,,24,18,31
5552,Switching Embodiments (7),Meta-ePOMDP,,12,18,32
5553,Switching Embodiments (7),Meta-ePOMDP,,12,18,33
5554,Switching Embodiments (7),Meta-ePOMDP,,26,18,34
5555,Switching Embodiments (7),Meta-ePOMDP,,38,18,35
5556,Switching Embodiments (7),Meta-ePOMDP,,34,18,36
5557,Switching Embodiments (7),Meta-ePOMDP,,18,18,37
5558,Switching Embodiments (7),Meta-ePOMDP,,10,18,38
5559,Switching Embodiments (7),Meta-ePOMDP,,37,18,39
5560,Switching Embodiments (7),Meta-ePOMDP,,26,19,0
5561,Switching Embodiments (7),Meta-ePOMDP,,22,19,1
5562,Switching Embodiments (7),Meta-ePOMDP,,20,19,2
5563,Switching Embodiments (7),Meta-ePOMDP,,12,19,3
5564,Switching Embodiments (7),Meta-ePOMDP,,20,19,4
5565,Switching Embodiments (7),Meta-ePOMDP,,40,19,5
5566,Switching Embodiments (7),Meta-ePOMDP,,33,19,6
5567,Switching Embodiments (7),Meta-ePOMDP,,17,19,7
5568,Switching Embodiments (7),Meta-ePOMDP,,31,19,8
5569,Switching Embodiments (7),Meta-ePOMDP,,26,19,9
5570,Switching Embodiments (7),Meta-ePOMDP,,34,19,10
5571,Switching Embodiments (7),Meta-ePOMDP,,20,19,11
5572,Switching Embodiments (7),Meta-ePOMDP,,18,19,12
5573,Switching Embodiments (7),Meta-ePOMDP,,18,19,13
5574,Switching Embodiments (7),Meta-ePOMDP,,24,19,14
5575,Switching Embodiments (7),Meta-ePOMDP,,31,19,15
5576,Switching Embodiments (7),Meta-ePOMDP,,34,19,16
5577,Switching Embodiments (7),Meta-ePOMDP,,18,19,17
5578,Switching Embodiments (7),Meta-ePOMDP,,45,19,18
5579,Switching Embodiments (7),Meta-ePOMDP,,12,19,19
5580,Switching Embodiments (7),Meta-ePOMDP,,20,19,20
5581,Switching Embodiments (7),Meta-ePOMDP,,33,19,21
5582,Switching Embodiments (7),Meta-ePOMDP,,26,19,22
5583,Switching Embodiments (7),Meta-ePOMDP,,26,19,23
5584,Switching Embodiments (7),Meta-ePOMDP,,16,19,24
5585,Switching Embodiments (7),Meta-ePOMDP,,20,19,25
5586,Switching Embodiments (7),Meta-ePOMDP,,20,19,26
5587,Switching Embodiments (7),Meta-ePOMDP,,22,19,27
5588,Switching Embodiments (7),Meta-ePOMDP,,12,19,28
5589,Switching Embodiments (7),Meta-ePOMDP,,18,19,29
5590,Switching Embodiments (7),Meta-ePOMDP,,26,19,30
5591,Switching Embodiments (7),Meta-ePOMDP,,20,19,31
5592,Switching Embodiments (7),Meta-ePOMDP,,34,19,32
5593,Switching Embodiments (7),Meta-ePOMDP,,54,19,33
5594,Switching Embodiments (7),Meta-ePOMDP,,20,19,34
5595,Switching Embodiments (7),Meta-ePOMDP,,47,19,35
5596,Switching Embodiments (7),Meta-ePOMDP,,33,19,36
5597,Switching Embodiments (7),Meta-ePOMDP,,10,19,37
5598,Switching Embodiments (7),Meta-ePOMDP,,24,19,38
5599,Switching Embodiments (7),Meta-ePOMDP,,12,19,39
5600,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,28,0,0
5601,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,117,0,1
5602,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,10,0,2
5603,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,53,0,3
5604,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,12,0,4
5605,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,159,0,5
5606,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,34,0,6
5607,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,54,0,7
5608,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,94,0,8
5609,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,68,0,9
5610,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,90,0,10
5611,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,48,0,11
5612,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,49,0,12
5613,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,18,0,13
5614,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,32,0,14
5615,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,20,0,15
5616,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,48,0,16
5617,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,91,0,17
5618,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,87,0,18
5619,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,97,0,19
5620,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,117,0,20
5621,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,197,0,21
5622,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,26,0,22
5623,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,47,0,23
5624,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,24,0,24
5625,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,46,0,25
5626,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,32,0,26
5627,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,43,0,27
5628,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,44,0,28
5629,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,57,0,29
5630,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,96,0,30
5631,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,12,0,31
5632,Switching Embodiments (7),"Resource-limited meta-ePOMDP
(0, 0.2)",,40,0,32
